audiobook_id,title,author,narrator,summary,audiobook_link,length,release_date,price 
/pd/Our-Mi,Our Missing Hearts,Celeste Ng,"Lucy Liu, Celeste Ng","Twelve-year-old Bird Gardner lives a quiet existence with his loving but broken father, a former linguist who now shelves books in a university library. Bird knows to not ask too many questions, stand out too much, or stray too far. For a decade, their lives have been governed by laws written to preserve “American culture” in the wake of years of instability. To keep the peace and restore prosperity, the authorities relocate children of dissidents, especially those of Asian origin, and libraries are forced to remove books seen as unpatriotic—including the work of Bird’s mother.",/pd/Our-Missing-Hearts-Audiobook/B09QH255KD, 9 hrs and 51 mins,10-04-22,$35.00
/pd/The-7-,The 7 Habits of Highly Effective People,Stephen R. Covey,Stephen R. Covey,"Stephen R. Covey's book, The 7 Habits of Highly Effective People, has been a top seller for the simple reason that it ignores trends and pop psychology for proven principles of fairness, integrity, honesty, and human dignity. Celebrating its 15th year of helping people solve personal and professional problems, this special anniversary edition includes a new foreword and afterword written by Covey that explore whether the 7 Habits are still relevant and answer some of the most common questions he has received over the past 15 years.",/pd/The-7-Habits-of-Highly-Effective-People-Audiobook/B002V5HAL4, 13 hrs and 4 mins,12-28-03,$16.95
/pd/The-Si,The Silent Patient,Alex Michaelides,"Jack Hawkins, Louise Brealey","Alicia Berenson’s life is seemingly perfect. A famous painter married to an in-demand fashion photographer, she lives in a grand house with big windows overlooking a park in one of London’s most desirable areas. One evening, her husband, Gabriel, returns home late from a fashion shoot, and Alicia shoots him five times in the face and then never speaks another word. Alicia’s refusal to talk, or give any kind of explanation, turns a domestic tragedy into something far grander, a mystery that captures the public imagination and casts Alicia into notoriety.",/pd/The-Silent-Patient-Audiobook/1250317533, 8 hrs and 51 mins,02-05-19,$20.90
/pd/Cinema,Cinema Speculation,Quentin Tarantino,"Quentin Tarantino, Edoardo Ballerini","In addition to being among the most celebrated of contemporary filmmakers, Quentin Tarantino is possibly the most joyously infectious movie lover alive. For years he has touted in interviews his eventual turn to writing books about films. Now, with Cinema Speculation, the time has come, and the results are everything his passionate fans—and all movie lovers—could have hoped for.",/pd/Cinema-Speculation-Audiobook/B09V3FWWNQ, 10 hrs and 9 mins,11-01-22,$31.93
/pd/The-Ps,The Psychology of Money,Morgan Housel,Chris Hill,"Money - investing, personal finance, and business decisions - is typically taught as a math-based field, where data and formulas tell us exactly what to do. But in the real world people don’t make financial decisions on a spreadsheet. They make them at the dinner table, or in a meeting room, where personal history, your own unique view of the world, ego, pride, marketing, and odd incentives are scrambled together. In The Psychology of Money, award-winning author Morgan Housel shares 19 short stories exploring the strange ways people think about money.",/pd/The-Psychology-of-Money-Audiobook/B08D9TXF3H, 5 hrs and 48 mins,09-08-20,$19.95
/pd/Harry-,"Harry Potter and the Deathly Hallows, Book 7",J.K. Rowling,Jim Dale,"As he climbs into the sidecar of Hagrid's motorbike and takes to the skies, leaving Privet Drive for the last time, Harry Potter knows that Lord Voldemort and the Death Eaters are not far behind. The protective charm that has kept Harry safe until now is broken, but he cannot keep hiding. The Dark Lord is breathing fear into everything Harry loves and to stop him Harry will have to find and destroy the remaining Horcruxes. The final battle must begin - Harry must stand and face his enemy...",/pd/Harry-Potter-and-the-Deathly-Hallows-Book-7-Audiobook/B017WJ5ZK6, 21 hrs and 37 mins,11-20-15,$44.99
/pd/Novemb,November 9,Colleen Hoover,"Zachary Webber, Angela Goethals",,/pd/November-9-Audiobook/B0176UVW1W, 9 hrs and 46 mins,11-10-15,$16.72
/pd/The-Fe,The Fellowship of the Ring,J. R. R. Tolkien,Rob Inglis,,/pd/The-Fellowship-of-the-Ring-Audiobook/B0099RKRTY, 19 hrs and 7 mins,10-09-12,$38.49
/pd/A-Clas,A Clash of Kings,George R.R. Martin,Roy Dotrice,,/pd/A-Clash-of-Kings-Audiobook/B002UZKIBO, 37 hrs and 12 mins,12-28-03,$41.72
/pd/Monste,Monsters and How to Tame Them,Kevin Hart,Kevin Hart,"Monsters and How to Tame Them is Kevin’s most recent guide on how to live your best life, wrapped in his signature honesty, hilarious voice, and adept storytelling. You’ve heard stories about vampires, zombies, and ghosts. Now it’s time to meet some of the monsters that haunt your mind.",/pd/Monsters-and-How-to-Tame-Them-Audiobook/B09M1T89PY, 5 hrs and 37 mins,09-15-22,$29.95
/pd/Livid-,Livid,Patricia Cornwell,January LaVoy,"Chief medical examiner Kay Scarpetta is the reluctant star witness in a sensational murder trial when she receives shocking news. The judge’s sister has been found dead. At first glance, it appears to be a home invasion, but then why was nothing stolen, and why is the garden strewn with dead plants and insects? Although there is no apparent cause of death, Scarpetta recognizes telltale signs of the unthinkable, and she knows the worst is yet to come. The forensic pathologist finds herself pitted against a powerful force that returns her to the past.",/pd/Livid-Audiobook/B0B13MSF85, 10 hrs and 30 mins,10-25-22,$30.79
/pd/You-Ow,You Owe You,"Eric Thomas, Chris Paul - foreword",Eric Thomas,,/pd/You-Owe-You-Audiobook/B09RY3CC73, 7 hrs and 54 mins,09-13-22,$18.49
/pd/Waypoi,Waypoints,Sam Heughan,Sam Heughan,"In this intimate journey of self-discovery, Sam sets out along Scotland's rugged ninety-six-mile West Highland Way to map out the moments that shaped his views on dreams and ambition, family, friendship, love, and life. The result is a love letter to the wild landscape that means so much to him, full of charming, funny, wise, and searching insights into the world through his eyes. Waypoints is a deeply personal journey that reveals as much about Sam to himself as it does to his audiences.",/pd/Waypoints-Audiobook/B09WF6S21D, 7 hrs and 47 mins,10-25-22,$30.79
/pd/The-Po,The Power of Now,Eckhart Tolle,Eckhart Tolle,,/pd/The-Power-of-Now-Audiobook/B002V0PN36, 7 hrs and 37 mins,12-31-00,$20.00
/pd/Think-,Think and Grow Rich,Napoleon Hill,Erik Synnestvedt,,/pd/Think-and-Grow-Rich-Audiobook/B002V5D950, 9 hrs and 35 mins,10-16-07,$24.95
/pd/This-P,This Place of Wonder,Barbara O'Neal,"Coleen Marlo, Amy Landon, Alaska Jackson","When famed chef Augustus Beauvais dies, he leaves behind a celebrated reputation—and four women grappling with loss, anger, pain, and the question of how the world will turn without him...",/pd/This-Place-of-Wonder-Audiobook/B09S6VD3LL, 9 hrs and 36 mins,07-19-22,$30.09
/pd/What-H,What Happened to You?,"Oprah Winfrey, Bruce D. Perry","Bruce D. Perry, Oprah Winfrey","Have you ever wondered Why did I do that? or Why can't I just control my behavior? Others may judge our reactions and think, What's wrong with that person? When questioning our emotions, it's easy to place the blame on ourselves; holding ourselves and those around us to an impossible standard. It's time we started asking a different question. Through deeply personal conversations, Oprah Winfrey and renowned brain and trauma expert Dr. Bruce Perry offer a groundbreaking and profound shift from asking “What’s wrong with you?” to “What happened to you?”",/pd/What-Happened-to-You-Audiobook/1250260639, 8 hrs and 27 mins,04-27-21,$15.49
/pd/The-Wo,The Woman in My Home,Kerry Fisher,Emma Spurgin Hussey,"Finally, Cath has met someone: a man she loves, Robin, and who adores her in return. And after years of managing fine on her own, running a successful business, raising her son and caring for her elderly mother, she feels she deserves some happiness. She expected everyone to be delighted for her. But her friends and family are suspicious of Robin. And Rebecca, a desperate single mother whom Cath has hired as a live-in housekeeper, doesn’t trust him either.",/pd/The-Woman-in-My-Home-Audiobook/B09VY8D4CP, 8 hrs and 27 mins,06-01-22,$30.54
/pd/Haunti,Haunting Adeline,H. D. Carlton,"Teddy Hamilton, Michelle Sparks","<b>The Manipulator. </b>I can manipulate the emotions of anyone who lets me. I will make you hurt, make you cry, make you laugh and sigh. But my words don't affect him. Especially not when I plead for him to leave. He's always there, watching and waiting. And I can never look away. Not when I want him to come closer. <b>The Shadow. </b>I didn't mean to fall in love. But now that I have, I can't stay away. I'm mesmerized by her smile, by her eyes, and the way she moves. I'll keep watching and waiting. Until I can make her mine. And once she is, I'll never let her go.",/pd/Haunting-Adeline-Audiobook/B0BC9TQVCY, 15 hrs and 44 mins,08-29-22,$24.95
/pd/A-Cour,A Court of Thorns and Roses,Sarah J. Maas,Jennifer Ikeda,,/pd/A-Court-of-Thorns-and-Roses-Audiobook/B00WRHY15Y, 16 hrs and 7 mins,05-05-15,$31.49
/pd/Remark,Remarkably Bright Creatures,Shelby Van Pelt,"Marin Ireland, Michael Urie","For fans of A Man Called Ove, a luminous debut novel about a widow’s unlikely friendship with a giant Pacific octopus reluctantly residing at the local aquarium—and the truths she finally uncovers about her son’s disappearance 30 years ago.",/pd/Remarkably-Bright-Creatures-Audiobook/B09DTFJ94X, 11 hrs and 16 mins,05-03-22,$21.42
/pd/The-Fe,The Fellowship of the Ring,J. R. R. Tolkien,Andy Serkis,"In a sleepy village in the Shire, a young hobbit is entrusted with an immense task. He must make a perilous journey across Middle-earth to the Cracks of Doom, there to destroy the Ruling Ring of Power - the only thing that prevents the Dark Lord Sauron’s evil dominion. Thus begins J. R. R. Tolkien’s classic tale of adventure, which continues in The Two Towers and The Return of the King.",/pd/The-Fellowship-of-the-Ring-Audiobook/1705047572, 22 hrs and 38 mins,09-16-21,$41.99
/pd/The-Mo,The Mountain Is You,Brianna Wiest,Stacey Glemboski,,/pd/The-Mountain-Is-You-Audiobook/B09WY6Z8KD, 5 hrs and 44 mins,04-01-22,$19.95
/pd/Local-,Local Woman Missing,Mary Kubica,"Brittany Pressley, Jennifer Jill Araya, Gary Tiedemann, and others","Shelby Tebow is the first to go missing. Not long after, Meredith Dickey and her six-year-old daughter, Delilah, vanish just blocks away from where Shelby was last seen, striking fear into their once-peaceful community. Are these incidents connected? After an elusive search that yields more questions than answers, the case eventually goes cold. Now, 11 years later, Delilah shockingly returns. Everyone wants to know what happened to her, but no one is prepared for what they'll find....",/pd/Local-Woman-Missing-Audiobook/1488211698, 11 hrs and 40 mins,05-18-21,$15.44
/pd/Racing,Racing the Light,Robert Crais,Luke Daniels,"Adele Schumacher isn't a typical worried mom. When she hires Elvis to find her missing son, a controversial podcaster named Josh Shoe, she brings a bag filled with cash, bizarre tales of government conspiracies, and a squad of professional bodyguards. Finding Josh should be simple, but Elvis quickly learns he isn't alone in the hunt—a deadly team of mysterious strangers are determined to find Josh and his adult film star girlfriend first.",/pd/Racing-the-Light-Audiobook/B09YDKSNCT, 7 hrs and 55 mins,11-01-22,$25.19
/pd/Sapien,Sapiens,Yuval Noah Harari,Derek Perkins,,/pd/Sapiens-Audiobook/B0741G911Q, 15 hrs and 18 mins,08-15-17,$36.50
/pd/The-Ma,The Maze,Nelson DeMille,Scott Brick,"The Maze opens with Corey on the same porch, but now in forced retirement from his last job as a federal agent with the Diplomatic Surveillance Group. Corey is restless and looking for action, so when his former lover, Detective Beth Penrose, appears with a job offer, Corey has to once again make some decisions about his career—and about reuniting with Beth Penrose. Inspired by, and based on the actual and still unsolved Gilgo Beach murders, The Maze takes the listener on a dangerous hunt for an apparent serial killer.",/pd/The-Maze-Audiobook/1797122282, 15 hrs and 42 mins,10-11-22,$28.34
/pd/The-Pe,The Peripheral,William Gibson,Lorelei King,,/pd/The-Peripheral-Audiobook/B00OL65MIO, 14 hrs and 5 mins,10-28-14,$14.95
/pd/Dune-A,Dune,Frank Herbert,"Scott Brick, Orlagh Cassidy, Euan Morton, and others",,/pd/Dune-Audiobook/B002V1OF70, 21 hrs and 2 mins,12-31-06,$34.90
/pd/The-Un,The Untethered Soul,Michael A. Singer,Peter Berkrot,,/pd/The-Untethered-Soul-Audiobook/B006IE4OY0, 6 hrs and 11 mins,12-12-11,$24.49
/pd/The-Ho,The Hobbit,J. R. R. Tolkien,Andy Serkis,"Bilbo Baggins is a hobbit who enjoys a comfortable, unambitious life, rarely travelling further than the pantry of his hobbit-hole in Bag End. But his contentment is disturbed when the wizard, Gandalf, and a company of 13 dwarves arrive on his doorstep one day, to whisk him away on a journey there and back again. They have a plot to raid the treasure hoard of Smaug the Magnificent, a large and very dangerous dragon.",/pd/The-Hobbit-Audiobook/1705009050, 10 hrs and 25 mins,09-21-20,$27.99
/pd/The-Fi,The Five Love Languages: The Secret to Love That Lasts,Gary Chapman,Gary Chapman,,/pd/The-Five-Love-Languages-The-Secret-to-Love-That-Lasts-Audiobook/B002V0GGFK, 4 hrs and 46 mins,12-26-04,$24.49
/pd/Wrong-,Wrong Place Wrong Time,Gillian McAllister,Lesley Sharp,"Late October. After midnight. You’re waiting up for your seventeen-year-old son. He’s late. As you watch from the window, he emerges, and you realize he isn’t alone: he’s walking toward a man, and he’s armed. You can’t believe it when you see him do it: your funny, happy teenage son, he kills a stranger, right there on the street outside your house. You don’t know who. You don’t know why. You only know your son is now in custody. His future shattered.",/pd/Wrong-Place-Wrong-Time-Audiobook/B09PSLK4X2, 10 hrs and 7 mins,08-02-22,$25.90
/pd/The-Pa,The Passenger,Cormac McCarthy,"MacLeod Andrews, Julia Whelan","It is three in the morning when Bobby Western plunges from the Coast Guard tender into darkness. His dive light illuminates the sunken jet, nine bodies still buckled in their seats, hair floating, eyes devoid of speculation. Missing from the site are the pilot’s bag, the plane’s black box, and the tenth passenger. A collateral witness to machinations that can only bring him harm, Western is shadowed in body and spirit—by men with badges; by the ghost of his father, inventor of the bomb that melted glass and flesh in Hiroshima; and by his sister, the love and ruin of his soul.",/pd/The-Passenger-Audiobook/B09TLBRQ29, 12 hrs and 44 mins,10-25-22,$35.00
/pd/A-Stor,A Storm of Swords,George R.R. Martin,Roy Dotrice,,/pd/A-Storm-of-Swords-Audiobook/B0036NQ9Z8, 47 hrs and 34 mins,03-11-04,$29.99
/pd/Justic,Justice Corrupted,Ted Cruz,Timothy Andrés Pabon,"The left has corrupted the U.S. legal system. Wielding the law as a weapon, arrogant judges and lawless prosecutors are intimidating, silencing, and even imprisoning Americans who stand in the way of their radical agenda. Their enemies list even includes parents who dare to speak up for their children at school board meetings. In this shocking new book, Senator Ted Cruz takes listeners inside the justice system, showing how the wrong hands on the levers of power can strangle liberty, crush opposition, and wreck lives.",/pd/Justice-Corrupted-Audiobook/B0BHZQT9K1, 9 hrs and 17 mins,10-25-22,$23.09
/pd/The-Sa,The Sandman: Act II,"Neil Gaiman, Dirk Maggs","Neil Gaiman, James McAvoy, Emma Corrin, and others","In the absolutely packed Act II, the dark fantasy resumes and the Sandman expands into the French Revolution, ancient Rome, 19th-century San Francisco, eighth-century Baghdad, and beyond. New and familiar characters abound, voiced by a bright mix of performers, including Kat Dennings, Regé-Jean Page, Emma Corrin, Michael Sheen, Kristen Schaal, Brian Cox, John Lithgow, Jeffrey Wright, and so many more, including fan-favorite narrators Simon Vance and Ray Porter.",/pd/The-Sandman-Act-II-Audiobook/B098TWVZVD, 13 hrs and 47 mins,09-22-21,$29.95
/pd/The-Tw,The Two Towers,J. R. R. Tolkien,Andy Serkis,"The company of the Ring is torn asunder. Frodo and Sam continue their journey alone down the great River Anduin - alone, that is, save for the mysterious creeping figure that follows wherever they go. This continues the classic tale begun in The Fellowship of the Ring, which reaches its awesome climax in The Return of the King.",/pd/The-Two-Towers-Audiobook/1705047580, 20 hrs and 46 mins,09-16-21,$38.49
/pd/Under-,Under the Banner of Heaven,Jon Krakauer,Scott Brick,"This extraordinary work of investigative journalism takes listeners inside America’s isolated Mormon Fundamentalist communities, where some 40,000 people still practice polygamy. Defying both civil authorities and the Mormon establishment in Salt Lake City, the renegade leaders of these Taliban-like theocracies are zealots who answer only to God.",/pd/Under-the-Banner-of-Heaven-Audiobook/B002UZZ922, 12 hrs and 29 mins,12-11-03,$9.99
/pd/Still-,Still Life,Louise Penny,Ralph Cosham,,/pd/Still-Life-Audiobook/B00JS9K7OI, 9 hrs and 34 mins,05-06-14,$17.92
/pd/The-Go,The Goal,"Eliyahu M. Goldratt, Jeff Cox",uncredited,,/pd/The-Goal-Audiobook/B00IFG88SM, 11 hrs and 45 mins,03-18-14,$27.97
/pd/Medita,Meditations for Breaking the Habit of Being Yourself,Joe Dispenza,Joe Dispenza,"This mental-rehearsal Audio Download set, the four-week guided-meditation companion program to Dr Joe Dispenza's book Breaking the Habit of Being Yourself, is designed to move you from the analytical Beta brain-wave state to the state of Alpha, and develop your ability to sustain coherent brain-wave patterns.",/pd/Meditations-for-Breaking-the-Habit-of-Being-Yourself-Audiobook/B09P2SQTX6, 2 hrs and 27 mins,01-06-22,$13.29
/pd/When-M,When McKinsey Comes to Town,"Walt Bogdanich, Michael Forsythe",Ari Fliakos,"In When McKinsey Comes to Town, two prizewinning investigative journalists have written a portrait of the company sharply at odds with its public image. Bogdanich and Forsythe have penetrated the veil of secrecy surrounding McKinsey by conducting hundreds of interviews, obtaining tens of thousands of revelatory documents, and following rule #1 of investigative reporting: Follow the money. When McKinsey Comes to Town is a a devastating portrait of a firm whose work has often made the world more unequal, more corrupt, and more dangerous.",/pd/When-McKinsey-Comes-to-Town-Audiobook/B09W371S8Z, 10 hrs and 6 mins,10-04-22,$31.50
/pd/Archan,Archangel’s Resurrection,Nalini Singh,Justine Eyre,Return to the dark and mesmerizing world of archangels in New York Times bestselling author Nalini Singh's Guild Hunter series.,/pd/Archangels-Resurrection-Audiobook/B0B8LQ8N9B, 11 hrs and 24 mins,10-25-22,$20.99
/pd/Armage,Armageddon,Craig Alanson,R.C. Bray,"After the Renegade mission by the crew of the starship Flying Dutchman, the UN Expeditionary Force thought Earth was safe for hundreds of years, at least. After there was trouble on the home front and the president had to authorize a nuclear strike on an American city, UNEF decided they did need the Merry Band of Pirates again. So, the Flying Dutchman is sent out on a simple recon mission. But for the pirates, nothing is ever simple, and their mission will become Armageddon.",/pd/Armageddon-Audiobook/1774241285, 17 hrs and 51 mins,11-05-19,$44.99
/pd/Basic-,"Basic Economics, Fifth Edition",Thomas Sowell,Tom Weiner,,/pd/Basic-Economics-Fifth-Edition-Audiobook/B00PKSGTPW, 23 hrs and 47 mins,12-02-14,$38.46
/pd/Better,Better Off Dead,"Lee Child, Andrew Child",Scott Brick,"Reacher goes where he wants, when he wants. That morning he was heading west, walking under the merciless desert sun — until he comes upon a curious scene. A Jeep has crashed into the only tree for miles around. A woman is slumped over the wheel. Dead? No, nothing is what it seems. The woman is Michaela Fenton, an army veteran turned FBI agent trying to find her twin brother, who might be mixed up with some dangerous people. Most of them would rather die than betray their terrifying leader.",/pd/Better-Off-Dead-Audiobook/0593452747, 9 hrs and 11 mins,10-26-21,$20.90
/pd/The-Se,The Seven Spiritual Laws of Success,Deepak Chopra MD,Deepak Chopra,,/pd/The-Seven-Spiritual-Laws-of-Success-Audiobook/B002V1CEW8, 1 hr and 26 mins,12-16-99,$8.95
/pd/Buildi,Building a Second Brain,Tiago Forte,"André Santana, Tiago Forte","For the first time in history, we have instantaneous access to the world’s knowledge. There has never been a better time to learn, to contribute, and to improve ourselves. Yet, rather than feeling empowered, we are often left feeling overwhelmed by this constant influx of information. The very knowledge that was supposed to set us free has instead led to the paralyzing stress of believing we’ll never know or remember enough. Now, this eye-opening guide shows how you can easily create your own personal system for knowledge management, otherwise known as a Second Brain.",/pd/Building-a-Second-Brain-Audiobook/B09MGHPVP4, 7 hrs and 20 mins,06-14-22,$13.99
/pd/Den-of,Den of Vipers,K.A. Knight,"Cornell Collins, Hollie Jackson","Ryder, Garrett, Kenzo, and Diesel - The Vipers. Their deals are as sordid as their business, and their reputation is enough to bring a grown man to his knees, forcing him to beg for mercy. They are not people you mess with, yet my dad did. The old man ran up a debt with them and then sold me to cover his losses. Yes, sold me. They own me now. I’m theirs in every sense of the word. But I’ve never been meek and compliant.",/pd/Den-of-Vipers-Audiobook/1774247518, 19 hrs and 19 mins,02-16-21,$39.99
/pd/The-Gu,The Guardians,John Grisham,Michael Beck,"In the small Florida town of Seabrook, a young lawyer named Keith Russo was shot dead at his desk as he worked late one night. The killer left no clues. There were no witnesses, no one with a motive. But the police soon came to suspect Quincy Miller, a young Black man who was once a client of Russo’s. Quincy was tried, convicted, and sent to prison for life. For 22 years, he languished in prison, maintaining his innocence. But no one was listening. He had no lawyer, no advocate on the outside.",/pd/The-Guardians-Audiobook/0525639330, 11 hrs and 50 mins,10-15-19,$19.44
/pd/Gilded,Gilded Ghost,Kyle Kirrin,Travis Baldree,"Now the site of EBO’s first completed Red Cathedral, the Onyx Delta has become the center of the virtual world, and the entire player base is descending on Ned’s city to try their hand at the fearsome new raid and reap the game-changing rewards within. At the same time, a powerful, menacing guild is running roughshod over the western continents, razing every city in their wake and winning Frank’s obnoxiously loud approval from afar. But Ned knows that it’s only a matter of time before their forces sail east to the delta and attempt to burn down everything he’s built.",/pd/Gilded-Ghost-Audiobook/B0B91LZ9GB, 21 hrs and 28 mins,08-08-22,$29.95
/pd/The-Da,The Dark Hours,Michael Connelly,"Titus Welliver, Christine Lakin","There’s chaos in Hollywood at the end of the New Year’s Eve countdown. Working her graveyard shift, LAPD detective Renée Ballard waits out the traditional rain of lead as hundreds of revelers shoot their guns into the air. Only minutes after midnight, Ballard is called to a scene where a hardworking auto shop owner has been fatally hit by a bullet in the middle of a crowded street party.",/pd/The-Dark-Hours-Audiobook/1549107631, 11 hrs and 4 mins,11-09-21,$21.90
/pd/A-Dead,A Deadly Education,Naomi Novik,Anisha Dadia,"I decided that Orion Lake needed to die after the second time he saved my life. Everyone loves Orion Lake. Everyone else, that is. Far as I’m concerned, he can keep his flashy combat magic to himself. I’m not joining his pack of adoring fans. I don’t need help surviving the Scholomance, even if they do. Forget the hordes of monsters and cursed artifacts; I’m probably the most dangerous thing in the place. Just give me a chance and I’ll level mountains and kill untold millions, making myself the dark queen of the world.",/pd/A-Deadly-Education-Audiobook/059328741X, 10 hrs and 59 mins,09-29-20,$20.90
/pd/Thrawn,Thrawn (Star Wars),Timothy Zahn,Marc Thompson,,/pd/Thrawn-Star-Wars-Audiobook/B01MTYYPKY, 16 hrs and 56 mins,04-11-17,$16.95
/pd/Valkyr,Valkyrie,Craig Alanson,R.C. Bray,"After saving the world many times, the Merry Band of Pirates have accepted the inevitable: Earth is doomed. All they can do is try to bring a few thousand people to safety, before vicious aliens arrive to destroy humanity's home world. No. There is one other thing they can do: hit the enemy so hard that the aliens will regret they ever heard of humans.",/pd/Valkyrie-Audiobook/1774242621, 19 hrs and 45 mins,02-04-20,$44.99
/pd/How-to,How to Be a 3% Man,Corey Wayne,Corey Wayne,,/pd/How-to-Be-a-3-Man-Audiobook/B01EIA86VC, 7 hrs and 33 mins,04-15-16,$19.95
/pd/The-Gi,The Gift of Fear,Gavin de Becker,Gavin de Becker,"These days, no one in America feels immune to violence. But now, in this extraordinary, groundbreaking book, the nation's leading expert on predicting violent behavior unlocks the puzzle of human violence and shows that, like every creature on earth, we have within us the ability to predict the harm others might do us and get out of its way. Contrary to popular myth, human violence almost always has a discernible motive and is preceded by clear warning signs.",/pd/The-Gift-of-Fear-Audiobook/B09LVVL1NX, 12 hrs and 50 mins,11-16-21,$34.95
/pd/The-Li,The Lies I Tell,Julie Clark,"Anna Caputo, Amanda Dolan","Two women. Many aliases. Meg Williams. Maggie Littleton. Melody Wilde. Different names for the same person, depending on the town, depending on the job. She's a con artist who erases herself to become whoever you need her to be—a college student. A life coach. A real estate agent. Nothing about her is real. She slides alongside you and tells you exactly what you need to hear, and by the time she's done, you've likely lost everything.",/pd/The-Lies-I-Tell-Audiobook/B0B31ZF1QH, 9 hrs and 12 mins,06-21-22,$29.95
/pd/The-Go,"The Go-Giver, Expanded Edition","Bob Burg, John David Mann","Bob Burg, John David Mann",,/pd/The-Go-Giver-Expanded-Edition-Audiobook/B0168Y78NI, 2 hrs and 54 mins,12-28-14,$13.29
/pd/Conspi,Conspiracy,Michael Shermer,Michael Shermer,"Michael Shermer presents an overarching review of conspiracy theories—who believes them and why, which ones are real, and what we should do about them. Trust in conspiracy theories, he writes, cuts across gender, age, race, income, education level, occupational status—and even political affiliation. One reason that people believe these conspiracies, Shermer argues, is that enough of them are real that we should be constructively conspiratorial. But Shermer reveals that other factors are also in play: anxiety and a sense of loss of control, as well as certain personality traits.",/pd/Conspiracy-Audiobook/B0B8QZ35MT, 9 hrs and 59 mins,10-25-22,$24.49
/pd/The-La,The Last House on the Street,Diane Chamberlain,Susan Bennett,"Architect Kayla Carter and her husband designed a beautiful house for themselves in Round Hill’s new development, Shadow Ridge Estates. It was supposed to be a home where they could raise their three-year-old daughter and grow old together. Instead, it’s the place where Kayla’s husband died in an accident - a fact known to a mysterious woman who warns Kayla against moving in. The woods and lake behind the property are reputed to be haunted, and the new home has been targeted by vandals leaving threatening notes.",/pd/The-Last-House-on-the-Street-Audiobook/125083564X, 12 hrs and 10 mins,01-11-22,$17.92
/pd/The-Da,The Dark Tower IV,Stephen King,Frank Muller,,/pd/The-Dark-Tower-IV-Audiobook/B019NNX0G0, 27 hrs and 35 mins,01-01-16,$28.95
/pd/The-Ki,The Kite Runner,Khaled Hosseini,Khaled Hosseini,,/pd/The-Kite-Runner-Audiobook/B002V8H0S4, 12 hrs and 1 min,08-01-03,$14.47
/pd/Someth,Something Wicked This Way Comes,Ray Bradbury,Christian Rummel,,/pd/Something-Wicked-This-Way-Comes-Audiobook/B00KQBMIBW, 9 hrs and 5 mins,10-21-14,$19.95
/pd/When-C,When Christmas Comes,Andrew Klavan,Adam Barr,,/pd/When-Christmas-Comes-Audiobook/B09J9BL35V, 5 hrs and 54 mins,10-26-21,$17.49
/pd/Treasu,Treasure State,C.J. Box,Christina Delaine,"Private Investigator Cassie Dewell’s business is thriving, and her latest case puts her on the hunt for a slippery con man who’s disappeared somewhere in the “treasure state”. A wealthy Florida widow has accused him of absconding with her fortune, and wants Cassie to find him and get it back. The trail takes Cassie to Anaconda, Montana, a quirky former copper mining town that’s the perfect place to reinvent yourself. As the case develops, Cassie begins to wonder if her client is telling her everything.",/pd/Treasure-State-Audiobook/B09L58YFZ1, 9 hrs and 20 mins,09-27-22,$25.51
/pd/Do-the,Do the Work,Gary John Bishop,Gary John Bishop,"In Unfu*k Yourself, Gary John Bishop inspired people to put his words into action to help them transform their fu*king lives. While millions of fans have embraced the messages in the book, Bishop knows it can be hard to actually take the next step and do the necessary work. Written in his no-nonsense, tough-love voice, Do the Work is the kick in the ass you need to get moving and create the life you want. By drilling down into the three categories of self, people, and purpose, he helps us identify and remedy the primary problems and challenges that frustrate us.",/pd/Do-the-Work-Audiobook/0062952250, 2 hrs and 12 mins,10-22-19,$12.95
/pd/Defian,Defiance of the Fall 4: A LitRPG Adventure,"TheFirstDefier, JF Brink",Pavi Proczko,"Jump into a story that merges LitRPG elements with eastern cultivation. Class systems, skill systems, endless choices for progression - it has everything fans of the genre love! Explore a vast universe full of mystery, adventure, danger, and even aliens; where even a random passer-by might hold the power of a god. Follow Zac, as he struggles to stake out a unique path to power, as a mortal in a world full of cultivators.",/pd/Defiance-of-the-Fall-4-A-LitRPG-Adventure-Audiobook/B09RX4LQTL, 22 hrs and 47 mins,02-22-22,$29.95
/pd/Nightw,Nightwork,Nora Roberts,Will Damron,"Harry Booth started stealing at nine to keep a roof over his ailing mother’s head, slipping into luxurious, empty homes at night to find items he could trade for precious cash. When his mother finally succumbed to cancer, he left Chicago—but kept up his nightwork, developing into a master thief with a code of honor and an expertise in not attracting attention—or getting attached. Until he meets Miranda Emerson, and the powerful bond between them upends all his rules. But along the way, Booth has made some dangerous associations, including the ruthless Carter LaPorte.",/pd/Nightwork-Audiobook/B09GH83BGF, 16 hrs and 22 mins,05-24-22,$20.90
/pd/Tools-,Tools of Titans,Tim Ferriss,"Ray Porter, Kaleo Griffith, Tim Ferriss, and others","The latest groundbreaking tome from Tim Ferriss, the number-one New York Times best-selling author of The 4-Hour Workweek. For the last two years, I've interviewed more than 200 world-class performers for my podcast, The Tim Ferriss Show. The guests range from super celebs (Jamie Foxx, Arnold Schwarzenegger, etc.) and athletes (icons of powerlifting, gymnastics, surfing, etc.) to legendary Special Operations commanders and black-market biochemists. For most of my guests, it’s the first time they’ve agreed to a two-to-three-hour interview.",/pd/Tools-of-Titans-Audiobook/B082VK6Q8G, 22 hrs and 41 mins,06-02-20,$44.95
