audiobook_id,title,author,narrator,summary,audiobook_link,length,release_date,price 
/pd/Libera,Liberation Day,George Saunders,"George Saunders, Tina Fey, Michael McKean, and others","The “best short story writer in English” (Time) is back with a masterful collection that explores ideas of power, ethics, and justice, and cuts to the very heart of what it means to live in community with our fellow humans. With his trademark prose—wickedly funny, unsentimental, and perfectly tuned—Saunders continues to challenge and surprise: here is a collection of prismatic, deeply resonant stories that encompass joy and despair, oppression and revolution, bizarre fantasy and brutal reality.",/pd/Liberation-Day-Audiobook/B09V7188Q1, 7 hrs and 6 mins,10-18-22,$31.50
/pd/On-Wri,On Writing (and Writers),C. S. Lewis,John Lee,"A definitive collection of wisdom on every style of writing and a celebration of the transformative power of the written word from one of the most influential writers and thinkers of the modern age, C. S. Lewis, the beloved author of the Chronicles of Narnia series, Mere Christianity, The Screwtape Letters, and other revered classics.",/pd/On-Writing-and-Writers-Audiobook/B09XR9MXPR, 3 hrs and 10 mins,11-01-22,$19.38
/pd/Nona-t,Nona the Ninth,Tamsyn Muir,Moira Quirk,,/pd/Nona-the-Ninth-Audiobook/B0B1QVZKZG, 17 hrs and 46 mins,09-13-22,$24.49
/pd/Mean-B,Mean Baby,Selma Blair,Selma Blair,"The first story Selma Blair Beitner ever heard about herself is that she was a mean, mean baby. With her mouth pulled in a perpetual snarl and a head so furry it had to be rubbed to make way for her forehead, Selma spent years living up to her terrible reputation: biting her sisters, lying spontaneously, getting drunk from Passover wine at the age of seven, and behaving dramatically so that she would be the center of attention. In a memoir that is as wildly funny as it is emotionally shattering, Blair tells the captivating story of growing up and finding her truth.",/pd/Mean-Baby-Audiobook/B09JV6HY62, 9 hrs and 43 mins,05-17-22,$16.72
/pd/Flock-,Flock,Kate Stewart,"Maxine Mitchell, Joe Arden","Triple Falls wasn’t at all what it seemed, nor were the men that swept me under their wing. But in order to keep them, I had to be in on their secrets.⁣ Secrets that cost us everything to keep.⁣ That’s the novelty of fiction versus reality. You can’t re-live your own love story, because by the time you’ve realized you’re living it, it’s over. At least that was the case for me and the men I trusted my foolish heart to.⁣ Looking back, I’m convinced I willed my story into existence, due to my illness, and all were punished.",/pd/Flock-Audiobook/1774248239, 10 hrs and 12 mins,05-11-21,$39.99
/pd/Nevill,Neville Goddard&apos;s Final Lectures,"Neville Goddard, Mitch Horowitz - editor",Mitch Horowitz,"In Neville Goddard’s Final Lectures, scholar of esotericism Mitch Horowitz introduces, annotates, and collects the fullest record yet of talks the mystic giant Neville Goddard delivered in the closing months of his life in 1972. Mitch also reveals previously unknown details of Neville’s death.",/pd/Neville-Goddards-Final-Lectures-Audiobook/B0BJXXWY6L, 12 hrs and 32 mins,11-01-22,$20.99
/pd/Lettin,Letting Go,David R. Hawkins MD,Peter Lownds PhD,,/pd/Letting-Go-Audiobook/B00ZJFQN9I, 12 hrs and 23 mins,12-28-14,$34.99
/pd/The-Qu,The Quantum Chain,Nick Jones,Ray Porter,,/pd/The-Quantum-Chain-Audiobook/B09S194S4Q, 12 hrs and 58 mins,10-18-22,$24.47
/pd/Americ,American Dirt (Oprah&apos;s Book Club),Jeanine Cummins,Yareli Arizmendi,"Lydia Quixano Pérez lives in the Mexican city of Acapulco. She runs a bookstore. She has a son, Luca, the love of her life, and a wonderful husband who is a journalist. And while there are cracks beginning to show in Acapulco because of the drug cartels, her life is, by and large, fairly comfortable. When Lydia’s husband’s tell-all profile of Javier, the jefe of the newest drug cartel that has gruesomely taken over the city, is published, none of their lives will ever be the same.",/pd/American-Dirt-Oprahs-Book-Club-Audiobook/1250260604, 16 hrs and 43 mins,01-21-20,$25.90
/pd/Dead-M,Dead Man&apos;s Hand,James J. Butcher,James Patrick Cronin,,/pd/Dead-Mans-Hand-Audiobook/B09S2KS68J, 11 hrs and 10 mins,10-11-22,$31.50
/pd/Way-of,Way of the Wolf,Jordan Belfort,Jordan Belfort,,/pd/Way-of-the-Wolf-Audiobook/B07235B2FT, 7 hrs and 28 mins,09-26-17,$15.49
/pd/Courag,Courage Is Calling,Ryan Holiday,Ryan Holiday,"Almost every religion, spiritual practice, philosophy and person grapples with fear. The most repeated phrase in the Bible is “Be not afraid.” The ancient Greeks spoke of phobos, panic and terror. It is natural to feel fear, the Stoics believed, but it cannot rule you. Courage, then, is the ability to rise above fear, to do what’s right, to do what’s needed, to do what is true. And so it rests at the heart of the works of Marcus Aurelius, Aristotle, and CS Lewis, alongside temperance, justice, and wisdom.",/pd/Courage-Is-Calling-Audiobook/0593456262, 6 hrs and 5 mins,09-28-21,$18.49
/pd/Battle,Battlefield of the Mind,Joyce Meyer,Joyce Meyer,"Worry, doubt, confusion, depression, anger and feelings of condemnation: all these are attacks on the mind. Joyce Meyer has helped millions win these all-important battles. In her most popular bestseller ever, the beloved author and minister shows listeners how to change their lives by changing their minds. She teaches how to deal with thousands of thoughts that people think every day and how to focus the mind the way God thinks. And she shares the trials, tragedies, and ultimate victories from her own marriage, family, and ministry that led her to wondrous, life-transforming truth.",/pd/Battlefield-of-the-Mind-Audiobook/B09VJ4G86W, 6 hrs and 37 mins,03-22-22,$17.92
/pd/Garden,Gardens of the Moon,Steven Erikson,Ralph Lister,"The Malazan Empire simmers with discontent, bled dry by interminable warfare, bitter infighting and bloody confrontations with the formidable Anomander Rake and his Tiste Andii, ancient and implacable sorcerers. Even the imperial legions, long inured to the bloodshed, yearn for some respite. Yet Empress Laseen's rule remains absolute, enforced by her dread Claw assassins.",/pd/Gardens-of-the-Moon-Audiobook/B009KSQJ3U, 26 hrs and 3 mins,10-02-12,$32.89
/pd/Killer,Killers of a Certain Age,Deanna Raybourn,"Jane Oppenheimer, Christina Delaine",,/pd/Killers-of-a-Certain-Age-Audiobook/B09RXW44JY, 10 hrs and 15 mins,09-06-22,$20.90
/pd/The-Va,The Vanishing Half,Brit Bennett,Shayna Small,"The Vignes twin sisters will always be identical. But after growing up together in a small, Southern Black community and running away at age 16, it's not just the shape of their daily lives that is different as adults, it's everything: Their families, their communities, their racial identities. Many years later, one sister lives with her Black daughter in the same Southern town she once tried to escape. The other secretly passes for White, and her White husband knows nothing of her past.",/pd/The-Vanishing-Half-Audiobook/0525637141, 11 hrs and 34 mins,06-02-20,$14.95
/pd/Love-a,Love and Respect,Dr. Emerson Eggerichs,Dr. Emerson Eggerichs,"Cracking the communication code between husband and wife involves understanding one thing: that unconditional respect is as powerful for him as unconditional love is for her. It's the secret to marriage that every couple seeks, and yet few couples ever find. While both men and women deserve both love and respect, in the midst of conflict the driving need for a woman is love and the driving need for a man is respect. When either of these needs isn’t met, things get crazy.",/pd/Love-and-Respect-Audiobook/B01BYISTEA, 8 hrs and 47 mins,02-23-16,$26.90
/pd/Mornin,Morning Star,Pierce Brown,Tim Gerard Reynolds,,/pd/Morning-Star-Audiobook/B019NMZ6FE, 21 hrs and 50 mins,02-09-16,$31.49
/pd/The-Ga,The Gap and the Gain,"Dan Sullivan, Dr. Benjamin Hardy",Dr. Benjamin Hardy,"As he did in Who Not How, Dr. Benjamin Hardy shares one of Dan Sullivan's simple yet profound teachings that until now has been known only to his Strategic Coach clients: unsuccessful people focus on The Gap, but successful people focus on The Gain.",/pd/The-Gap-and-the-Gain-Audiobook/B09HN7K7W8, 5 hrs and 58 mins,10-19-21,$20.99
/pd/Hatche,Hatchet,Gary Paulsen,Peter Coyote,,/pd/Hatchet-Audiobook/B002UZKI96, 3 hrs and 42 mins,10-31-03,$13.99
/pd/Dreadg,Dreadgod,Will Wight,Travis Baldree,,/pd/Dreadgod-Audiobook/B0B3KV1WLG, 12 hrs and 28 mins,07-05-22,$24.95
/pd/Romanc,Romancing Mister Bridgerton,Julia Quinn,Rosalyn Landor,,/pd/Romancing-Mister-Bridgerton-Audiobook/B06Y2GNSLR, 13 hrs and 17 mins,04-06-17,$31.49
/pd/Blood-,Blood Meridian,Cormac McCarthy,Richard Poe,,/pd/Blood-Meridian-Audiobook/B002V8N2UE, 13 hrs and 6 mins,05-16-07,$36.37
/pd/The-LL,The LLC (Limited Liability Company) Bible,Daniel Miller,Mark Dunn,"The LLC Bible provides a clear and concise playbook which explains the positives and negatives of LLCs. You will receive expert advice on choosing members, creating your legal name, filing your Articles of Organization, as well as managing daily operations.",/pd/The-LLC-Limited-Liability-Company-Bible-Audiobook/B07FYGBVQ9, 5 hrs and 1 min,07-30-18,$19.95
/pd/The-Bo,The Bodyguard,Katherine Center,Patti Murin,"Hannah Brooks looks more like a kindergarten teacher than somebody who could kill you with a wine bottle opener. Or a ballpoint pen. Or a dinner napkin. But the truth is, she’s an Executive Protection Agent (aka bodyguard), and she just got hired to protect superstar actor Jack Stapleton from his middle-aged, corgi-breeding stalker.",/pd/The-Bodyguard-Audiobook/B09GCG7T15, 9 hrs and 44 mins,07-19-22,$17.92
/pd/Nonvio,Nonviolent Communication,Marshall Rosenberg PhD,Marshall Rosenberg PhD,,/pd/Nonviolent-Communication-Audiobook/B00TJJNSQG, 5 hrs and 9 mins,02-13-15,$14.68
/pd/Burnou,Burnout,"Emily Nagoski, Amelia Nagoski","Emily Nagoski, Amelia Nagoski","Burnout. Many women in America have experienced it. What’s expected of women and what it’s really like to be a woman in today’s world are two very different things - and women exhaust themselves trying to close the gap between them. Sisters Emily Nagoski, PhD, and Amelia Nagoski, DMA, are here to help end the cycle of feeling overwhelmed and exhausted. Instead of asking us to ignore the very real obstacles and societal pressures that stand between women and well-being, they explain with compassion and optimism what we’re up against - and teach us how to fight back.",/pd/Burnout-Audiobook/B07M93FG5C, 7 hrs and 1 min,03-26-19,$16.72
/pd/A-Cour,A Court of Thorns and Roses (Part 1 of 2) (Dramatized Adaptation),Sarah J. Maas,"Bradley Foster Smith, Christopher Graybill, Eric Messner, and others","When nineteen-year-old huntress Feyre kills a wolf in the woods, a terrifying creature arrives to demand retribution. Dragged to a treacherous magical land she knows about only from legends, Feyre discovers that her captor is not truly a beast, but one of the lethal, immortal faeries who once ruled her world. At least, he's not a beast all the time.",/pd/A-Court-of-Thorns-and-Roses-Part-1-of-2-Dramatized-Adaptation-Audiobook/B09V5PW83R, 6 hrs and 4 mins,04-01-22,$20.99
/pd/The-Ov,The Overstory,Richard Powers,Suzanne Toren,"The Overstory unfolds in concentric rings of interlocking fable that range from antebellum New York to the late 20th-century Timber Wars of the Pacific Northwest and beyond. An air force loadmaster in the Vietnam War is shot out of the sky, then saved by falling into a banyan. An artist inherits 100 years of photographic portraits, all of the same doomed American chestnut. A hard-partying undergraduate in the late 1980s electrocutes herself, dies, and is sent back into life by creatures of air and light.",/pd/The-Overstory-Audiobook/B078PJ2TY4, 22 hrs and 58 mins,04-03-18,$41.99
/pd/The-Ro,The Road,Cormac McCarthy,Tom Stechschulte,,/pd/The-Road-Audiobook/B002V0PTQ2, 6 hrs and 39 mins,03-15-07,$20.99
/pd/Hold-M,Hold Me Tight,Dr. Sue Johnson EdD,Helen Keeley,"Heralded by the New York Times and Time as the couples therapy with the highest rate of success, Emotionally Focused Therapy works because it views the love relationship as an attachment bond. This idea, once controversial, is now supported by science, and has become widely popular among therapists around the world. In Hold Me Tight, Dr. Sue Johnson presents Emotionally Focused Therapy to the general public for the first time. Johnson teaches that the way to save and enrich a relationship is to reestablish safe emotional connection and preserve the attachment bond.",/pd/Hold-Me-Tight-Audiobook/154915768X, 8 hrs and 47 mins,02-11-20,$20.90
/pd/Vampir,Vampire Academy,Richelle Mead,Stephanie Wolf,"St. Vladimir’s Academy isn’t just any boarding school - it’s a hidden place where vampires are educated in the ways of magic, and half-human teens train to protect them. Rose Hathaway is a Dhampir, a bodyguard for her best friend Lissa, a Moroi Vampire Princess. They’ve been on the run, but now, they’re being dragged back to St. Vladimir’s - the very place where they’re most in danger....",/pd/Vampire-Academy-Audiobook/B07B7QL4XP, 8 hrs and 54 mins,04-03-18,$16.95
/pd/Defian,Defiance of the Fall 2,"TheFirstDefier, JF Brink",Pavi Proczko,"Zac has managed to secure his island for the time being, growing into a true powerhouse through his endless struggles. However, becoming the strongest man in the world does not come without complications. A target has been placed on his back. Natives, aliens - everyone has their eye on the throne. Even the System itself seems intent on forcing him into one desperate situation after another. Zac knows he is running against the clock in his mission to find his family, prompting him to set out to New Washington in search of answers.",/pd/Defiance-of-the-Fall-2-Audiobook/B099SH77S4, 24 hrs and 30 mins,08-10-21,$29.95
/pd/The-Bu,The Butcher&apos;s Masquerade,Matt Dinniman,Jeff Hays,,/pd/The-Butchers-Masquerade-Audiobook/B09ZJ82C7Y, 23 hrs and 33 mins,05-26-22,$29.95
/pd/Slamme,Slammed,Colleen Hoover,Heidi Baker,"Following the unexpected death of her father, eighteen-year-old Layken becomes the rock for both her mother and younger brother. She appears resilient and tenacious, but inside, she's losing hope. Then she meets her new neighbor Will, a handsome twenty-one-year-old whose mere presence leaves her flustered and whose passion for poetry slams thrills her. Not long after a heart-stopping first date during which each recognizes something profound and familiar in the other, they are slammed to the core when a shocking discovery brings their new relationship to a sudden halt.",/pd/Slammed-Audiobook/B0B8L8CMPT, 7 hrs and 14 mins,09-20-22,$13.99
/pd/The-Be,The Becoming,Nora Roberts,Barrie Kreinik,"The world of magick and the world of man have long been estranged from one another. But some can walk between the two—including Breen Siobhan Kelly. She has just returned to Talamh, with her friend, Marco, who’s dazzled and disoriented by this realm—a place filled with dragons and faeries and mermaids (but no WiFi, to his chagrin). In Talamh, Breen is not the ordinary young schoolteacher he knew her as. Here she is learning to embrace the powers of her true identity. Marco is welcomed kindly by her people—and by Keegan, leader of the Fey.",/pd/The-Becoming-Audiobook/1250810655, 15 hrs and 42 mins,11-23-21,$19.95
/pd/The-Fa,The Family Remains,Lisa Jewell,"Dominic Thorburn, Bea Holland, Hugh Quarshie, and others","Early one morning on the shore of the Thames, DCI Samuel Owusu is called to the scene of a gruesome discovery. When Owusu sends the evidence for examination, he learns the bones are connected to a cold case that left three people dead on the kitchen floor in a Chelsea mansion thirty years ago. Rachel Rimmer has also received a shock—news that her husband, Michael, has been found dead in the cellar of his house in France. All signs point to an intruder, and the French police need her to come to answer questions about Michael and his past that she very much doesn’t want to answer.",/pd/The-Family-Remains-Audiobook/B09GWCJCKC, 11 hrs and 14 mins,08-09-22,$19.49
/pd/Get-Yo,Get Your Life Back,John Eldredge,John Eldredge,"In Get Your Life Back, New York Times best-selling author John Eldredge provides a practical, simple, and refreshing guide to taking your life back. By practicing a few wonder­fully simple practices - or what John calls “graces” - you can begin to recover your soul, disentangle from the tragedies of this broken world, and discover the restorative power of beauty.",/pd/Get-Your-Life-Back-Audiobook/1400208742, 6 hrs and 18 mins,02-11-20,$14.95
/pd/Hamnet,Hamnet,Maggie O'Farrell,Ell Potter,,/pd/Hamnet-Audiobook/0593212142, 12 hrs and 42 mins,07-21-20,$17.92
/pd/Love-o,Love on the Brain,Ali Hazelwood,Brooke Bloomingdale,"Like an avenging, purple-haired Jedi bringing balance to the mansplained universe, Bee Königswasser lives by a simple code: What would Marie Curie do? If NASA offered her the lead on a neuroengineering project—a literal dream come true after years scraping by on the crumbs of academia—Marie would accept without hesitation. Duh. But the mother of modern physics never had to co-lead with Levi Ward.",/pd/Love-on-the-Brain-Audiobook/B09PSHT32D, 11 hrs and 7 mins,08-23-22,$18.49
/pd/Glucos,Glucose Revolution,Jessie Inchauspe,Jessie Inchauspe,"Glucose, or blood sugar, is a tiny molecule in our body that has a huge impact on our health. It enters our bloodstream through the starchy or sweet foods we eat. Ninety percent of us suffer from too much glucose in our system—and most of us don't know it. Drawing on cutting-edge science and her own pioneering research, biochemist Jessie Inchauspé offers 10 simple, surprising hacks to help you balance your glucose levels and reverse your symptoms—without going on a diet or giving up the foods you love.",/pd/Glucose-Revolution-Audiobook/B09CWL8NV6, 6 hrs and 3 mins,04-05-22,$13.97
/pd/Good-O,Good Omens,"Neil Gaiman, Terry Pratchett","Rebecca Front, Michael Sheen, David Tennant, and others","According to The Nice and Accurate Prophecies of Agnes Nutter, Witch (the world's only completely accurate book of prophecies, written in 1655, before she exploded), the world will end on a Saturday. Next Saturday, in fact. Just before dinner. So the armies of Good and Evil are amassing, Atlantis is rising, frogs are falling, tempers are flaring. Everything appears to be going according to Divine Plan.",/pd/Good-Omens-Audiobook/0062896954, 12 hrs and 14 mins,11-02-21,$16.95
/pd/A-Fath,A Father&apos;s Story,Lionel Dahmer,Scott R. Pollak,"In July of 1991, the country was shocked by the unfathomable crimes of serial killer Jeffrey Dahmer. But no one was more shocked than his parents. In A Father's Story, the listener becomes witness to the incremental unraveling of a parent's image of their child, and the thousand different reactions that follow. In his attempt to understand the nature of his son's psychosis, Lionel Dahmer methodically scrutinizes every possible contributing factor to his son's madness.",/pd/A-Fathers-Story-Audiobook/B0B9CGQX55, 5 hrs and 41 mins,08-11-22,$19.95
/pd/Leviat,Leviathan Falls,James S.A. Corey,Jefferson Mays,,/pd/Leviathan-Falls-Audiobook/1980035962, 19 hrs and 40 mins,11-30-21,$38.49
/pd/The-Da,The Dark Tower III,Stephen King,Frank Muller,,/pd/The-Dark-Tower-III-Audiobook/B019NNT1G8, 18 hrs and 14 mins,01-01-16,$16.95
/pd/Fear-N,Fear Nothing,Dean Koontz,John Glouchevitch,"Christopher Snow is different from all the other residents of Moonlight Bay, different from anyone you’ve ever met. For Christopher Snow has made his peace with a very rare genetic disorder that leaves him dangerously vulnerable to light. His life is filled with the fascinating rituals of one who must embrace the dark. Then he witnesses a series of disturbing incidents that sweep him into a violent mystery only he can solve, a mystery that will force him to rise above all fears and confront the many-layered secrets of Moonlight Bay and its strange inhabitants.",/pd/Fear-Nothing-Audiobook/B07CSNTDWZ, 14 hrs and 33 mins,05-01-18,$30.09
/pd/Hell-D,Hell Divers II: Ghosts,Nicholas Sansbury Smith,R.C. Bray,"Ten years ago, Hell Diver Xavier X Rodriguez fell to Earth. Those he left behind went on without him aboard the airship he once called home. Michael Everheart - the boy once known as Tin - has grown into a man and the commander of Hell Diver Raptor Team. While Michael dives to help keep the Hive in the air, Captain Leon Jordan rules with an iron fist at the helm of the ship. But unrest stirs under his strict leadership as a prophecy of hope sweeps the lower decks.",/pd/Hell-Divers-II-Ghosts-Audiobook/B01N5US9UJ, 8 hrs and 13 mins,07-18-17,$24.47
/pd/The-Pu,The Purpose Driven Life,Rick Warren,Rick Warren,"Discover and fulfill your God-given purpose by joining the more than 35 million others who have embarked on a spiritual journey that started with this number one New York Times best-selling book by Pastor Rick Warren. Before you were born, God knew what your life had in store for you. His hope for you is to discover the life he created just for you - both here on Earth, and forever in eternity. Let Rick Warren guide you as you learn to live out your true purpose. The Purpose Driven Life is more than a book; it's a road map for your spiritual journey.",/pd/The-Purpose-Driven-Life-Audiobook/B00A27D4PE, 9 hrs and 38 mins,11-06-12,$22.14
/pd/Mere-C,Mere Christianity,C. S. Lewis,Julian Rhind-Tutt,,/pd/Mere-Christianity-Audiobook/B00JPK6A64, 7 hrs and 6 mins,05-13-14,$17.22
/pd/Maybe-,Maybe Not,Colleen Hoover,Jason Carpenter,"When Warren has the opportunity to live with a female roommate, he instantly agrees. It could be an exciting change. Or maybe not. Especially when that roommate is the cold and seemingly calculating Bridgette. Tensions run high and tempers flare as the two can hardly stand to be in the same room together. But Warren has a theory about Bridgette: anyone who can hate with that much passion should also have the capability to love with that much passion. And he wants to be the one to test this theory.",/pd/Maybe-Not-Audiobook/B00QH7GJSW, 3 hrs and 15 mins,12-03-14,$3.99
/pd/Doctor,Doctor Sleep,Stephen King,Will Patton,,/pd/Doctor-Sleep-Audiobook/B00DEL0Z9I, 18 hrs and 34 mins,09-24-13,$23.90
/pd/Leader,Leadership and Self-Deception: Getting Out of the Box,The Arbinger Institute,Steve Carlson,"This third edition of an international best-seller - more than two million copies sold worldwide and translated into 33 languages - details how its powerful insights on motivation, conflict, and collaboration can benefit organizations as well as individuals.",/pd/Leadership-and-Self-Deception-Getting-Out-of-the-Box-Audiobook/B07H3DKP7X, 6 hrs and 1 min,09-12-18,$14.47
/pd/The-Ga,The Gate of the Feral Gods,Matt Dinniman,Jeff Hays,"A floating fortress occupied by warrior gnomes. A castle made of sand. A derelict submarine guarded by malfunctioning machines. A haunted crypt surrounded by lethal traps. It was supposed to be easy. One bubble. Four castles. Fifteen days. Capture each one, and the stairwell is unlocked.",/pd/The-Gate-of-the-Feral-Gods-Audiobook/B09GCYRZRQ, 18 hrs and 3 mins,09-16-21,$24.95
/pd/Final-,Final Heir,Faith Hunter,Khristine Hvam,"Jane Yellowrock is the queen of the vampires, and that makes her a target as she fights to maintain control and keep peace in the city of New Orleans. She has enemies at every turn, because vampires live forever, and they keep their grudges alive with them. That includes the Heir, the vampire sire of the Pellissier bloodline, which gave rise to Leo Pellissier himself—Jane’s old boss and the former master of the city.",/pd/Final-Heir-Audiobook/B0BGJQT3SN, 17 hrs and 15 mins,10-04-22,$29.95
/pd/Poster,Poster Girl,Veronica Roth,Anna Caputo,"What's right is right. Sonya Kantor knows this slogan—she lived by it for most of her life. For decades, everyone in the Seattle-Portland megalopolis lived under it, as well as constant surveillance in the form of the Insight, an ocular implant that tracked every word and every action, rewarding or punishing by a rigid moral code set forth by the Delegation. Then there was a revolution. The Delegation fell. Its most valuable members were locked in the Aperture, a prison on the outskirts of the city. And everyone else, now free from monitoring, went on with their lives.",/pd/Poster-Girl-Audiobook/B09YN1X7QV, 10 hrs and 43 mins,10-18-22,$34.95
/pd/Algori,Algorithms to Live By,"Brian Christian, Tom Griffiths",Brian Christian,"From finding a spouse to finding a parking spot, from organizing one's inbox to understanding the workings of human memory, Algorithms to Live By transforms the wisdom of computer science into strategies for human living.",/pd/Algorithms-to-Live-By-Audiobook/B01D24NLWO, 11 hrs and 50 mins,04-19-16,$25.99
/pd/The-As,The Assassin&apos;s Blade,Sarah J. Maas,Elizabeth Evans,"Celaena Sardothien is Adarlan’s most feared assassin. As part of the Assassin’s Guild, she’s sworn to her master, Arobynn Hamel, yet Celaena listens to no one and trusts only her fellow killer for hire, Sam. In these action-packed prequel novellas to the Throne of Glass series, Celaena embarks on five daring missions. They take her from remote islands to hostile deserts, where she fights to liberate slaves and avenge tyranny. But by acting on her own terms, will Celaena truly free herself from her master, or will she suffer an unimaginable punishment for such treachery?",/pd/The-Assassins-Blade-Audiobook/1547608781, 12 hrs and 52 mins,04-01-21,$18.21
/pd/The-Ge,The German Wife,Kelly Rimmer,"Nancy Peterson, Ann Marie Gideon","When the Nazis rise to power, Jürgen Rhodes is offered a high-level position in their burgeoning rocket program. Jürgen and his wife Sofie fiercely oppose Hitler's radical views. Yet it soon becomes clear that if Jürgen does not accept the job, their income would be put on the line, and so would their lives. Years later, Jürgen is one of many German scientists pardoned and granted a position in America's space program. For Sofie, this is a chance to leave the past behind. But when rumors about the Rhodes' affiliation with the Nazi party spreads, idle gossip turns to bitter rage.",/pd/The-German-Wife-Audiobook/B09V1W7QCH, 13 hrs and 49 mins,06-28-22,$26.92
/pd/The-Da,The Dark Forest,"Cixin Liu, Joel Martinsen - translator",P. J. Ochlan,"This near-future trilogy is the first chance for English-speaking listeners to experience this multiple-award-winning phenomenon from Cixin Liu, China's most beloved science fiction author. In The Dark Forest, Earth is reeling from the revelation of a coming alien invasion - in just four centuries' time. The aliens' human collaborators may have been defeated, but the presence of the sophons, the subatomic particles that allow Trisolaris instant access to all human information, means that Earth's defense plans are totally exposed to the enemy.",/pd/The-Dark-Forest-Audiobook/B010PKSKBA, 22 hrs and 36 mins,08-11-15,$34.90
/pd/Fanati,Fanatical Prospecting,Jeb Blount,"Jeb Blount, Jeremy Arthur",,/pd/Fanatical-Prospecting-Audiobook/B01HMUW83W, 8 hrs and 21 mins,06-28-16,$19.95
/pd/A-Peop,A People&apos;s History of the United States,Howard Zinn,Jeff Zinn,"For much of his life, historian Howard Zinn chronicled American history from the bottom up, throwing out the official version taught in schools - with its emphasis on great men in high places - to focus on the street, the home, and the workplace. Known for its lively, clear prose as well as its scholarly research, A People's History of the United States is the only volume to tell America's story from the point of view of - and in the words of - America's women, factory workers, African-Americans, Native Americans, the working poor, and immigrant laborers.",/pd/A-Peoples-History-of-the-United-States-Audiobook/B0030H777E, 34 hrs and 8 mins,12-14-09,$34.99
/pd/Fallou,Fallout,Craig Alanson,R.C. Bray,"The problem with lying about having a super weapon is that the bad guys might believe they have nothing to lose by doing something stupid that both sides will regret. Or, they might just call your bluff. Either way, the Merry Band of Pirates need a plan to deal with the Fallout.",/pd/Fallout-Audiobook/B09FR4D8MC, 22 hrs and 29 mins,12-07-21,$59.99
/pd/On-Wri,On Writing,Stephen King,"Stephen King, Joe Hill, Owen King","Immensely helpful and illuminating to any aspiring writer, this special edition of Stephen King’s critically lauded, million-copy best seller shares the experiences, habits, and convictions that have shaped him and his work.",/pd/On-Writing-Audiobook/B002V1A0WE, 9 hrs and 7 mins,10-04-00,$16.72
/pd/The-Pr,The Primal Hunter 3,Zogarth,Travis Baldree,"With a huge open planet before him, Jake has literally grown wings as he begins his conquest of the local wildlife. With his newfound freedom, he finds his true Path as a hunter. All the while trying to avoid the responsibilities of having founded the first city on the planet. Meanwhile, all across Earth, godly and mortal factions alike move to establish themselves as the dominant force on Earth. None of which Jake cares too much about while he finds himself far too busy doing what is truly important in life: Hunting, alchemy, and getting that D-grade evolution.",/pd/The-Primal-Hunter-3-Audiobook/B0B6JM8KKV, 18 hrs and 23 mins,08-30-22,$24.95
/pd/Radica,Radical Acceptance,Tara Brach,Cassandra Campbell,,/pd/Radical-Acceptance-Audiobook/B006WP75QE, 12 hrs and 15 mins,01-17-12,$27.99
/pd/The-Re,The Revolutionary: Samuel Adams,Stacy Schiff,Jason Culp,"Thomas Jefferson once asserted that for depth of purpose, zeal, and sagacity, no man in Congress exceeded, if any equaled, Sam Adams. John Adams called him the most elegant writer, the most sagacious politician, and celebrated patriot perhaps of all. But in spite of his celebrated status among America's founding fathers as a revolutionary leader, Samuel Adams' life and achievements have been largely overshadowed in the history books. Now, in The Revolutionary Samuel Adams, Stacy Schiff brings her masterful skill as historian and storyteller to the life of Samuel Adams.",/pd/The-Revolutionary-Samuel-Adams-Audiobook/B0B2J1R89Y, 14 hrs and 14 mins,10-25-22,$30.79
/pd/On-Tar,On Target,Mark Greaney,Jay Snyder,,/pd/On-Target-Audiobook/B0043BUG3I, 12 hrs and 35 mins,09-28-10,$24.95
/pd/The-Ti,The Tipping Point,Malcolm Gladwell,Malcolm Gladwell,"Discover Malcolm Gladwell's breakthrough debut and explore the science behind viral trends in business, marketing, and human behavior. The tipping point is that magic moment when an idea, trend, or social behavior crosses a threshold, tips, and spreads like wildfire. Just as a single sick person can start an epidemic of the flu, so too can a small but precisely targeted push cause a fashion trend, the popularity of a new product, or a drop in the crime rate.",/pd/The-Tipping-Point-Audiobook/B002V0A7U0, 8 hrs and 34 mins,12-31-06,$14.95
/pd/The-On,The Once and Future Witches,Alix E. Harrow,Gabra Zackman,"In 1893, there's no such thing as witches. There used to be, in the wild, dark days before the burnings began, but now witching is nothing but tidy charms and nursery rhymes. If the modern woman wants any measure of power, she must find it at the ballot box. But when the Eastwood sisters - James Juniper, Agnes Amaranth, and Beatrice Belladonna - join the suffragists of New Salem, they begin to pursue the forgotten words and ways that might turn the women's movement into the witch's movement.",/pd/The-Once-and-Future-Witches-Audiobook/1549186426, 16 hrs and 3 mins,10-14-20,$19.95
/pd/Trespa,Trespasses,Louise Kennedy,Bird Brennan,"Amid daily reports of violence, Cushla lives a quiet life with her mother in a small town near Belfast. By day she teaches at a parochial school; at night she fills in at her family’s pub. There she meets Michael Agnew, a barrister who’s made a name for himself defending IRA members. Against her better judgment—Michael is not only Protestant but older and married—Cushla lets herself get drawn in by him and his sophisticated world, and an affair ignites.",/pd/Trespasses-Audiobook/B09SN3MRNW, 8 hrs and 59 mins,11-01-22,$28.00
